,time,drink,amount
28571,12-28-2020 09:40,Greyhound,4.99
28572,12-27-2020 01:19,Porto flip,4.99
28573,12-27-2020 05:55,Sea breeze,8.0
28574,12-29-2020 23:25,Loch Lomond,3.0
28575,12-29-2020 07:20,Chocolate Drink,12.0
28576,12-28-2020 14:26,Bora Bora,2.99
28577,12-29-2020 09:23,Jelly Bean,3.0
28578,12-31-2020 13:34,Frosé,2.99
28579,12-31-2020 22:13,Dry Martini,8.0
28580,12-26-2020 16:39,Mojito Extra,3.5
28581,12-26-2020 14:58,Corpse Reviver,5.15
28582,12-26-2020 04:23,White Lady,6.5
28583,12-26-2020 18:26,Kurant Tea,3.0
28584,12-31-2020 19:35,Coffee Liqueur,5.5
28585,12-29-2020 18:50,French 75,6.5
28586,12-28-2020 12:48,Halloween Punch,8.0
28587,12-31-2020 05:40,Sidecar,11.0
28588,12-31-2020 06:40,Caipirinha,3.5
28589,12-29-2020 23:38,Chicago Fizz,5.5
28590,12-27-2020 16:58,Boston Sour,5.0
28591,12-29-2020 17:02,Mango Mojito,7.5
28592,12-28-2020 09:04,Bramble,4.2
28593,12-26-2020 20:08,Veteran,8.0
28594,12-25-2020 21:41,Iced Coffee Fillip,5.0
28595,12-27-2020 19:44,Frosé,2.99
28596,12-26-2020 04:47,Affinity,2.99
28597,12-26-2020 00:25,Van Vleet,4.2
28598,12-27-2020 08:01,Irish Spring,5.15
28599,12-27-2020 16:43,Yoghurt Cooler,3.5
28600,12-29-2020 04:42,Ipamena,2.99
28601,12-30-2020 20:46,Pina Colada,5.5
28602,12-31-2020 08:53,Porto flip,4.99
28603,12-30-2020 01:18,Mango Mojito,7.5
28604,12-25-2020 18:51,Frosé,2.99
28605,12-29-2020 05:33,Casa Blanca,5.15
28606,12-27-2020 07:01,Affinity,2.99
28607,12-26-2020 11:24,Irish Coffee,7.5
28608,12-26-2020 00:14,Zimadori Zinger,12.0
28609,12-26-2020 17:33,Flaming Lamborghini,3.0
28610,12-31-2020 01:22,Kool-Aid Slammer,3.0
28611,12-26-2020 17:48,Chicago Fizz,5.5
28612,12-30-2020 01:30,Grasshopper,4.99
28613,12-29-2020 19:39,Grizzly Bear,12.0
28614,12-29-2020 05:17,Jelly Bean,3.0
28615,12-28-2020 04:15,Greyhound,4.99
28616,12-26-2020 10:23,Negroni,2.99
28617,12-25-2020 19:56,Sangria,3.5
28618,12-28-2020 16:18,Corpse Reviver,5.15
28619,12-25-2020 16:27,Grim Reaper,4.0
28620,12-26-2020 00:45,Yoghurt Cooler,3.5
28621,12-29-2020 01:57,Cuba Libra,2.99
28622,12-30-2020 07:49,Shark Attack,6.5
28623,12-29-2020 02:44,Sea breeze,8.0
28624,12-27-2020 03:20,New York Lemonade,5.15
28625,12-30-2020 05:08,Kill the cold Smoothie,11.0
28626,12-29-2020 02:44,Citrus Coke,5.15
28627,12-30-2020 23:11,Mai Tai,11.0
28628,12-31-2020 23:25,Affair,8.0
28629,12-30-2020 09:40,Gin Tonic,6.5
28630,12-27-2020 18:26,Zimadori Zinger,12.0
28631,12-26-2020 12:25,Coffee Liqueur,5.5
28632,12-29-2020 01:24,Hawaiian Cocktail,6.5
28633,12-30-2020 08:38,Cuba Libra,2.99
28634,12-27-2020 11:14,Irish Spring,5.15
28635,12-25-2020 21:50,Port Wine Flip,5.0
28636,12-27-2020 17:15,Vodka And Tonic,11.0
28637,12-30-2020 17:34,Zippy's Revenge,5.0
28638,12-27-2020 13:55,Corpse Reviver,5.15
28639,12-26-2020 07:17,Casino,6.5
28640,12-25-2020 19:23,Tequila Sour,5.15
28641,12-27-2020 03:09,Pina Colada,5.5
28642,12-28-2020 02:16,Pina Colada,5.5
28643,12-31-2020 00:23,Thai Coffee,5.5
28644,12-28-2020 09:06,Chocolate Drink,12.0
28645,12-31-2020 20:55,Cuba Libra,2.99
28646,12-26-2020 10:18,Creme de Menthe,3.5
28647,12-29-2020 23:22,Ipamena,2.99
28648,12-27-2020 19:17,Cuba Libra,2.99
28649,12-30-2020 21:40,Dry Martini,8.0
28650,12-25-2020 18:56,Zizi Coin-coin,5.0
28651,12-26-2020 10:59,Grim Reaper,4.0
28652,12-26-2020 07:17,Bob Marley,4.0
28653,12-30-2020 00:33,Casino,6.5
28654,12-27-2020 12:08,After sex,7.5
28655,12-30-2020 11:28,Jelly Bean,3.0
28656,12-26-2020 23:24,Bramble,4.2
28657,12-27-2020 03:04,Godfather,6.5
28658,12-26-2020 14:13,Chicago Fizz,5.5
28659,12-28-2020 16:11,Gin Fizz,2.99
28660,12-27-2020 12:11,French 75,6.5
28661,12-30-2020 15:30,Chicago Fizz,5.5
28662,12-29-2020 15:49,Chicago Fizz,5.5
28663,12-29-2020 07:22,Winter Rita,5.5
28664,12-31-2020 11:05,Cuba Libra,2.99
28665,12-27-2020 12:53,Zorbatini,4.2
28666,12-25-2020 17:18,Chicago Fizz,5.5
28667,12-25-2020 19:30,Honey Bee,3.0
28668,12-26-2020 22:17,Chicago Fizz,5.5
28669,12-30-2020 05:27,Chocolate Drink,12.0
28670,12-27-2020 02:29,Victor,4.2
28671,12-31-2020 04:09,Ziemes Martini Apfelsaft,4.0
28672,12-31-2020 17:56,Cuba Libra,2.99
28673,12-25-2020 21:23,Frisco Sour,4.0
28674,12-26-2020 00:44,Yoghurt Cooler,3.5
28675,12-29-2020 09:56,Rum Cooler,4.99
28676,12-31-2020 08:47,Loch Lomond,3.0
28677,12-31-2020 17:54,Dirty Nipple,3.5
28678,12-28-2020 14:01,Fruit Shake,5.5
28679,12-27-2020 01:52,Yoghurt Cooler,3.5
28680,12-28-2020 18:20,Cuba Libra,2.99
28681,12-27-2020 20:20,Gin Fizz,2.99
28682,12-28-2020 18:35,Queen Charlotte,8.0
28683,12-30-2020 08:40,Jack's Vanilla Coke,6.5
28684,12-29-2020 12:52,Pina Colada,5.5
28685,12-27-2020 16:40,Gin Tonic,6.5
28686,12-27-2020 04:58,Dry Martini,8.0
28687,12-30-2020 11:34,Godfather,6.5
28688,12-26-2020 05:27,Frosé,2.99
28689,12-26-2020 17:24,Long Island Iced Tea,3.0
28690,12-30-2020 07:36,Waikiki Beachcomber,5.5
28691,12-29-2020 10:46,Dry Martini,8.0
28692,12-31-2020 03:41,Death in the Afternoon,4.0
28693,12-28-2020 03:11,Pina Colada,5.5
28694,12-27-2020 04:35,Porto flip,4.99
28695,12-29-2020 23:02,Artillery,3.5
28696,12-26-2020 15:18,Frappé,3.0
28697,12-31-2020 00:31,Pina Colada,5.5
28698,12-29-2020 08:35,Zorbatini,4.2
28699,12-27-2020 12:18,Zizi Coin-coin,5.0
28700,12-26-2020 07:01,Cuba Libra,2.99
28701,12-29-2020 09:56,Monkey Gland,11.0
28702,12-31-2020 10:01,Chicago Fizz,5.5
28703,12-25-2020 23:27,Scotch Sour,7.5
28704,12-29-2020 23:19,Orgasm,5.15
28705,12-31-2020 02:42,John Collins,6.5
28706,12-30-2020 08:50,Lassi Raita,6.5
28707,12-28-2020 12:13,Owen's Grandmother's Revenge,8.0
28708,12-31-2020 13:08,Limona Corona,4.2
28709,12-28-2020 13:38,Chicago Fizz,5.5
28710,12-27-2020 13:03,Hemingway Special,3.5
28711,12-26-2020 13:19,Godchild,7.5
28712,12-25-2020 21:03,Quick-sand,4.0
28713,12-27-2020 11:13,Broadside,5.5
28714,12-30-2020 03:04,Chicago Fizz,5.5
28715,12-28-2020 05:39,Cosmopolitan,2.99
28716,12-30-2020 06:17,Cosmopolitan,2.99
28717,12-29-2020 21:35,Vodka And Tonic,11.0
28718,12-27-2020 11:13,Long Island Iced Tea,3.0
28719,12-26-2020 01:54,Kool-Aid Slammer,3.0
28720,12-27-2020 09:58,After sex,7.5
28721,12-27-2020 17:04,Long Island Iced Tea,3.0
28722,12-31-2020 02:52,Cuba Libra,2.99
28723,12-30-2020 20:10,Pink Panty Pulldowns,2.99
28724,12-26-2020 23:47,Apello,3.5
28725,12-27-2020 08:13,Jackhammer,3.5
28726,12-26-2020 18:04,Shark Attack,6.5
28727,12-31-2020 14:57,Broadside,5.5
28728,12-31-2020 21:31,Cuba Libra,2.99
28729,12-29-2020 07:45,Flaming Lamborghini,3.0
28730,12-26-2020 22:06,Broadside,5.5
28731,12-27-2020 16:27,Passion Fruit Martini,2.99
28732,12-30-2020 15:32,Jackhammer,3.5
28733,12-28-2020 16:09,Paradise,4.2
28734,12-29-2020 14:15,Quick-sand,4.0
28735,12-31-2020 16:00,Pina Colada,5.5
28736,12-31-2020 01:58,Broadside,5.5
28737,12-29-2020 12:53,Danbooka,4.99
28738,12-27-2020 10:07,Victor,4.2
28739,12-29-2020 20:28,Greyhound,4.99
28740,12-30-2020 04:12,Cuba Libra,2.99
28741,12-26-2020 12:25,Irish Coffee,7.5
28742,12-30-2020 09:03,Thai Iced Coffee,4.2
28743,12-30-2020 19:08,Figgy Thyme,3.0
28744,12-26-2020 20:41,Ace,12.0
28745,12-25-2020 20:45,Sweet Tooth,2.99
28746,12-28-2020 06:53,Figgy Thyme,3.0
28747,12-28-2020 04:07,Clover Club,4.99
28748,12-28-2020 19:02,Irish Spring,5.15
28749,12-28-2020 20:25,Bellini,2.99
28750,12-26-2020 21:45,Sangria,3.5
28751,12-28-2020 10:53,Danbooka,4.99
28752,12-25-2020 16:47,Kool-Aid Slammer,3.0
28753,12-25-2020 18:27,Egg Cream,4.99
28754,12-26-2020 01:04,Irish Spring,5.15
28755,12-31-2020 19:18,Godfather,6.5
28756,12-26-2020 01:17,Chicago Fizz,5.5
28757,12-26-2020 03:01,Mango Mojito,7.5
28758,12-31-2020 15:45,Affinity,2.99
28759,12-28-2020 02:36,Radioactive Long Island Iced Tea,7.5
28760,12-29-2020 05:47,Rusty Nail,4.0
28761,12-30-2020 05:23,Rum Cooler,4.99
28762,12-26-2020 05:00,Gin Fizz,2.99
28763,12-30-2020 16:36,Ace,12.0
28764,12-25-2020 21:24,Bloody Mary,5.5
28765,12-28-2020 05:44,Chicago Fizz,5.5
28766,12-29-2020 15:13,Shot-gun,7.5
28767,12-27-2020 23:55,Vodka Martini,4.2
28768,12-27-2020 23:28,Espresso Martini,11.0
28769,12-31-2020 23:43,Tom Collins,5.5
28770,12-27-2020 12:19,Valencia Cocktail,5.5
28771,12-28-2020 01:48,Planter’s Punch,8.0
28772,12-26-2020 19:59,Egg Nog - Healthy,11.0
28773,12-27-2020 04:31,The Philosopher,5.15
28774,12-26-2020 00:10,Paradise,4.2
28775,12-30-2020 11:42,Chicago Fizz,5.5
28776,12-31-2020 19:04,Chicago Fizz,5.5
28777,12-29-2020 15:20,Grasshopper,4.99
28778,12-28-2020 12:44,Chicago Fizz,5.5
28779,12-30-2020 14:42,Rum Milk Punch,12.0
28780,12-27-2020 04:52,Mother's Milk,5.0
28781,12-31-2020 06:18,Dry Rob Roy,5.5
28782,12-30-2020 15:51,Clover Club,4.99
28783,12-26-2020 16:59,Kiwi Papaya Smoothie,5.15
28784,12-28-2020 02:23,Bramble,4.2
28785,12-27-2020 01:46,Honey Bee,3.0
28786,12-28-2020 04:55,City Slicker,4.0
28787,12-31-2020 04:39,Kiwi Papaya Smoothie,5.15
28788,12-26-2020 05:58,Vermouth Cassis,12.0
28789,12-28-2020 19:10,Dry Martini,8.0
28790,12-26-2020 19:13,Orange Crush,5.5
28791,12-31-2020 00:45,Vodka And Tonic,11.0
28792,12-30-2020 10:26,Jack Rose Cocktail,5.5
28793,12-29-2020 00:35,H.D.,7.5
28794,12-26-2020 04:45,Lemouroudji,5.15
28795,12-28-2020 21:19,Shot-gun,7.5
28796,12-30-2020 13:34,Adam,3.5
28797,12-26-2020 12:24,Oatmeal Cookie,4.99
28798,12-26-2020 18:17,Sea breeze,8.0
28799,12-29-2020 03:13,Rum Toddy,4.2
28800,12-29-2020 08:08,Orange Crush,5.5
28801,12-30-2020 02:06,Sangria,3.5
28802,12-29-2020 06:37,Winter Rita,5.5
28803,12-28-2020 05:43,Bora Bora,2.99
28804,12-30-2020 17:02,Lone Tree Cooler,5.5
28805,12-31-2020 15:51,Espresso Martini,11.0
28806,12-26-2020 08:17,Chocolate Milk,5.15
28807,12-26-2020 22:06,Monkey Gland,11.0
28808,12-28-2020 09:31,Casino Royale,11.0
28809,12-31-2020 15:21,Iced Coffee Fillip,5.0
28810,12-30-2020 03:40,Chicago Fizz,5.5
28811,12-29-2020 04:10,Ipamena,2.99
28812,12-26-2020 18:16,Quick-sand,4.0
28813,12-28-2020 10:26,Rusty Nail,4.0
28814,12-31-2020 15:44,Talos Coffee,5.15
28815,12-26-2020 20:39,Vesuvio,3.0
28816,12-28-2020 07:30,Affair,8.0
28817,12-26-2020 20:01,Paradise,4.2
28818,12-29-2020 16:03,Dry Martini,8.0
28819,12-25-2020 16:29,Bubble Gum,3.0
28820,12-26-2020 15:40,Pina Colada,5.5
28821,12-27-2020 16:33,Thai Coffee,5.5
28822,12-27-2020 10:27,Kurant Tea,3.0
28823,12-29-2020 08:41,Kill the cold Smoothie,11.0
28824,12-28-2020 01:43,Dry Martini,8.0
28825,12-31-2020 19:00,Dry Martini,8.0
28826,12-26-2020 07:03,Grasshopper,4.99
28827,12-29-2020 13:39,Hawaiian Cocktail,6.5
28828,12-31-2020 15:22,Dry Martini,8.0
28829,12-31-2020 10:45,H.D.,7.5
28830,12-29-2020 10:24,Broadside,5.5
28831,12-27-2020 10:15,Godchild,7.5
28832,12-31-2020 20:40,Afternoon,3.0
28833,12-30-2020 11:07,Karsk,11.0
28834,12-29-2020 03:45,Gin Tonic,6.5
28835,12-26-2020 17:26,Hemingway Special,3.5
28836,12-31-2020 13:57,Victor,4.2
28837,12-30-2020 06:29,Long Island Iced Tea,3.0
28838,12-30-2020 22:34,Royal Gin Fizz,7.5
28839,12-26-2020 06:10,Flaming Lamborghini,3.0
28840,12-27-2020 10:20,Kurant Tea,3.0
28841,12-29-2020 08:51,Chicago Fizz,5.5
28842,12-26-2020 10:51,Rum Cooler,4.99
28843,12-30-2020 14:56,Paradise,4.2
28844,12-29-2020 22:06,Queen Charlotte,8.0
28845,12-30-2020 00:37,Zizi Coin-coin,5.0
28846,12-29-2020 05:05,Van Vleet,4.2
28847,12-27-2020 21:53,Pina Colada,5.5
28848,12-29-2020 02:21,Kurant Tea,3.0
28849,12-31-2020 08:10,Yoghurt Cooler,3.5
28850,12-29-2020 01:49,Owen's Grandmother's Revenge,8.0
28851,12-27-2020 19:15,Clover Club,4.99
28852,12-26-2020 09:55,After sex,7.5
28853,12-28-2020 02:44,White Lady,6.5
28854,12-27-2020 20:52,Mocha-Berry,8.0
28855,12-28-2020 10:01,Sangria,3.5
28856,12-26-2020 11:26,Limona Corona,4.2
28857,12-31-2020 10:22,Iced Coffee Fillip,5.0
28858,12-26-2020 18:47,Monkey Gland,11.0
28859,12-31-2020 19:20,Dry Rob Roy,5.5
28860,12-27-2020 15:47,Figgy Thyme,3.0
28861,12-26-2020 01:26,Winter Rita,5.5
28862,12-30-2020 07:47,Grizzly Bear,12.0
28863,12-27-2020 02:14,Cuba Libra,2.99
28864,12-26-2020 15:09,Winter Rita,5.5
28865,12-26-2020 15:16,Mulled Wine,11.0
28866,12-27-2020 09:52,Ipamena,2.99
28867,12-27-2020 19:24,Shot-gun,7.5
28868,12-29-2020 08:21,Fruit Cooler,8.0
28869,12-29-2020 15:09,Talos Coffee,5.15
28870,12-27-2020 04:08,Bubble Gum,3.0
28871,12-26-2020 18:48,Pina Colada,5.5
28872,12-26-2020 18:05,Death in the Afternoon,4.0
28873,12-31-2020 16:02,Lassi - Sweet,8.0
28874,12-26-2020 08:17,Sweet Tooth,2.99
28875,12-27-2020 23:42,Boston Sour,5.0
28876,12-29-2020 01:33,Snowball,11.0
28877,12-27-2020 20:32,Dry Rob Roy,5.5
28878,12-27-2020 00:01,Gin Tonic,6.5
28879,12-30-2020 12:48,Sangria,3.5
28880,12-31-2020 06:03,Hemingway Special,3.5
28881,12-25-2020 23:07,Mango Mojito,7.5
28882,12-25-2020 17:08,Port Wine Flip,5.0
28883,12-27-2020 23:36,Clover Club,4.99
28884,12-25-2020 17:06,Mimosa,5.0
28885,12-31-2020 12:48,Russian Spring Punch,7.5
28886,12-30-2020 00:53,Winter Rita,5.5
28887,12-25-2020 19:19,Irish Curdling Cow,2.99
28888,12-25-2020 18:33,Pina Colada,5.5
28889,12-30-2020 21:05,Cuba Libra,2.99
28890,12-28-2020 22:48,Kiwi Papaya Smoothie,5.15
28891,12-27-2020 11:30,Mai Tai,11.0
28892,12-27-2020 02:46,Chicago Fizz,5.5
28893,12-28-2020 07:41,Owen's Grandmother's Revenge,8.0
28894,12-31-2020 17:44,Jackhammer,3.5
28895,12-29-2020 10:09,Gin Fizz,2.99
28896,12-30-2020 21:12,Cosmopolitan,2.99
28897,12-30-2020 06:19,Vodka And Tonic,11.0
28898,12-29-2020 00:48,Thai Iced Coffee,4.2
28899,12-26-2020 23:14,Iced Coffee Fillip,5.0
28900,12-26-2020 11:56,Scooter,12.0
28901,12-31-2020 13:42,Casino Royale,11.0
28902,12-26-2020 15:19,Gin Tonic,6.5
28903,12-26-2020 19:30,Zimadori Zinger,12.0
28904,12-30-2020 19:36,Chicago Fizz,5.5
28905,12-31-2020 05:34,Grasshopper,4.99
28906,12-28-2020 13:53,Veteran,8.0
28907,12-29-2020 07:43,Chicago Fizz,5.5
28908,12-31-2020 06:53,Dry Martini,8.0
28909,12-31-2020 09:34,Radioactive Long Island Iced Tea,7.5
28910,12-27-2020 05:42,H.D.,7.5
28911,12-30-2020 22:36,Port Wine Flip,5.0
28912,12-28-2020 21:10,Chocolate Milk,5.15
28913,12-30-2020 22:27,Mojito,5.5
28914,12-27-2020 20:14,Dry Martini,8.0
28915,12-31-2020 06:05,Sangria,3.5
28916,12-29-2020 23:17,Kurant Tea,3.0
28917,12-26-2020 18:28,Chicago Fizz,5.5
28918,12-27-2020 01:12,Lemon Drop,2.99
28919,12-31-2020 03:50,Rusty Nail,4.0
28920,12-27-2020 01:18,Chicago Fizz,5.5
28921,12-28-2020 12:20,Oreo Mudslide,8.0
28922,12-29-2020 05:06,Caipirinha,3.5
28923,12-27-2020 10:52,Dry Martini,8.0
28924,12-28-2020 23:25,Yoghurt Cooler,3.5
28925,12-27-2020 13:02,Affinity,2.99
28926,12-26-2020 07:37,Broadside,5.5
28927,12-26-2020 05:52,Monkey Gland,11.0
28928,12-28-2020 06:19,Corpse Reviver,5.15
28929,12-26-2020 02:45,Clover Club,4.99
28930,12-27-2020 14:19,Grasshopper,4.99
28931,12-26-2020 23:05,Sweet Tooth,2.99
28932,12-26-2020 02:56,Kurant Tea,3.0
28933,12-30-2020 10:11,Pina Colada,5.5
28934,12-26-2020 01:56,Jitterbug,4.0
28935,12-31-2020 18:13,Hawaiian Cocktail,6.5
28936,12-28-2020 07:41,Porto flip,4.99
28937,12-31-2020 14:39,Dark Caipirinha,2.99
28938,12-30-2020 11:03,Death in the Afternoon,4.0
28939,12-28-2020 06:53,Dry Rob Roy,5.5
28940,12-29-2020 12:59,Honey Bee,3.0
28941,12-28-2020 21:47,Vodka And Tonic,11.0
28942,12-25-2020 18:19,Lemon Elderflower Spritzer,4.2
28943,12-30-2020 09:18,Hawaiian Cocktail,6.5
28944,12-28-2020 22:12,Jack's Vanilla Coke,6.5
28945,12-29-2020 10:24,Chicago Fizz,5.5
28946,12-31-2020 08:02,Iced Coffee Fillip,5.0
28947,12-27-2020 12:47,Godfather,6.5
28948,12-30-2020 20:38,Bora Bora,2.99
28949,12-28-2020 17:55,Sidecar,11.0
28950,12-27-2020 22:12,Old Fashioned,5.5
28951,12-25-2020 16:10,Orgasm,5.15
28952,12-28-2020 14:49,GG,12.0
28953,12-27-2020 07:24,Thai Iced Coffee,4.2
28954,12-25-2020 21:04,Snowball,11.0
28955,12-29-2020 16:23,Scooter,12.0
28956,12-27-2020 17:39,Chicago Fizz,5.5
28957,12-26-2020 21:21,Kurant Tea,3.0
28958,12-25-2020 20:23,Sidecar,11.0
28959,12-30-2020 16:35,Sangria,3.5
28960,12-30-2020 16:12,Old Fashioned,5.5
28961,12-26-2020 16:45,Pina Colada,5.5
28962,12-27-2020 12:08,Dark Caipirinha,2.99
28963,12-29-2020 22:24,Chicago Fizz,5.5
28964,12-26-2020 10:22,Zimadori Zinger,12.0
28965,12-31-2020 23:43,Chicago Fizz,5.5
28966,12-28-2020 09:38,Cosmopolitan,2.99
28967,12-31-2020 06:27,Owen's Grandmother's Revenge,8.0
28968,12-29-2020 15:04,Jack's Vanilla Coke,6.5
28969,12-31-2020 01:03,H.D.,7.5
28970,12-28-2020 12:58,H.D.,7.5
28971,12-26-2020 10:01,Russian Spring Punch,7.5
28972,12-31-2020 15:29,Rum Cooler,4.99
28973,12-28-2020 02:14,Caipirinha,3.5
28974,12-29-2020 00:31,Victory Collins,7.5
28975,12-29-2020 19:22,H.D.,7.5
28976,12-26-2020 11:18,Talos Coffee,5.15
28977,12-30-2020 22:27,Dark Caipirinha,2.99
28978,12-30-2020 20:04,Chicago Fizz,5.5
28979,12-29-2020 01:13,Shot-gun,7.5
28980,12-29-2020 03:43,Cosmopolitan,2.99
28981,12-27-2020 03:52,Frisco Sour,4.0
28982,12-27-2020 20:57,Chicago Fizz,5.5
28983,12-28-2020 06:55,Hemingway Special,3.5
28984,12-29-2020 19:12,Talos Coffee,5.15
28985,12-27-2020 05:17,Bijou,4.0
28986,12-31-2020 14:36,Broadside,5.5
28987,12-29-2020 05:51,Clover Club,4.99
28988,12-26-2020 18:30,Sangria,3.5
28989,12-30-2020 23:16,Kurant Tea,3.0
28990,12-26-2020 23:19,Lemon Elderflower Spritzer,4.2
28991,12-30-2020 11:14,Adam,3.5
28992,12-26-2020 11:10,Sweet Sangria,4.0
28993,12-29-2020 09:10,Sea breeze,8.0
28994,12-30-2020 23:09,Zippy's Revenge,5.0
28995,12-27-2020 17:53,Orange Crush,5.5
28996,12-30-2020 15:37,Mint Julep,8.0
28997,12-27-2020 16:43,Queen Charlotte,8.0
28998,12-25-2020 21:19,Quick-sand,4.0
28999,12-29-2020 22:24,Kool First Aid,5.0
29000,12-30-2020 08:48,Frisco Sour,4.0
29001,12-29-2020 12:39,Godfather,6.5
29002,12-29-2020 17:20,Shot-gun,7.5
29003,12-28-2020 12:47,Gin Daisy,4.99
29004,12-26-2020 19:48,Pysch Vitamin Light,6.5
29005,12-31-2020 20:46,Chicago Fizz,5.5
29006,12-30-2020 04:04,Zimadori Zinger,12.0
29007,12-29-2020 03:58,Egg Nog - Healthy,11.0
29008,12-31-2020 07:47,Casa Blanca,5.15
29009,12-30-2020 09:01,Broadside,5.5
29010,12-29-2020 19:35,Mai Tai,11.0
29011,12-29-2020 13:24,Loch Lomond,3.0
29012,12-28-2020 04:51,Chicago Fizz,5.5
29013,12-30-2020 17:43,Chicago Fizz,5.5
29014,12-30-2020 04:44,Zimadori Zinger,12.0
29015,12-28-2020 13:12,Dry Rob Roy,5.5
29016,12-28-2020 00:55,Vampiro,11.0
29017,12-26-2020 22:06,Ipamena,2.99
29018,12-28-2020 17:45,Creme de Menthe,3.5
29019,12-29-2020 23:00,Orgasm,5.15
29020,12-26-2020 18:01,Frozen Daiquiri,4.99
29021,12-26-2020 07:15,Lemouroudji,5.15
29022,12-26-2020 09:35,Affinity,2.99
29023,12-28-2020 04:38,Munich Mule,12.0
29024,12-31-2020 00:09,Jack's Vanilla Coke,6.5
29025,12-27-2020 08:43,Orgasm,5.15
29026,12-28-2020 21:29,Creme de Menthe,3.5
29027,12-29-2020 07:52,Radioactive Long Island Iced Tea,7.5
29028,12-29-2020 15:50,Porto flip,4.99
29029,12-26-2020 04:26,Bora Bora,2.99
29030,12-26-2020 06:29,Jack's Vanilla Coke,6.5
29031,12-26-2020 14:32,Fruit Shake,5.5
29032,12-31-2020 12:26,B-53,5.15
29033,12-27-2020 00:47,Quick-sand,4.0
29034,12-26-2020 09:50,After sex,7.5
29035,12-27-2020 14:07,Rum Toddy,4.2
29036,12-30-2020 04:18,Loch Lomond,3.0
29037,12-31-2020 04:50,Mulled Wine,11.0
29038,12-30-2020 09:36,Iced Coffee Fillip,5.0
29039,12-29-2020 03:49,Orange Crush,5.5
29040,12-29-2020 20:56,Chicago Fizz,5.5
29041,12-30-2020 09:39,Honey Bee,3.0
29042,12-27-2020 10:09,Vodka And Tonic,11.0
29043,12-31-2020 19:05,Cosmopolitan,2.99
29044,12-30-2020 10:56,Big Red,8.0
29045,12-30-2020 17:26,Pina Colada,5.5
29046,12-28-2020 04:52,Shot-gun,7.5
29047,12-29-2020 19:12,Monkey Gland,11.0
29048,12-30-2020 22:05,Tom Collins,5.5
29049,12-31-2020 18:10,Jewel Of The Nile,6.5
29050,12-31-2020 15:16,Kurant Tea,3.0
29051,12-31-2020 10:36,Sweet Sangria,4.0
29052,12-30-2020 02:04,Irish Spring,5.15
29053,12-25-2020 18:33,Grasshopper,4.99
29054,12-27-2020 01:01,Bijou,4.0
29055,12-30-2020 19:44,Zimadori Zinger,12.0
29056,12-26-2020 13:41,Cuba Libra,2.99
29057,12-27-2020 15:19,Rum Cooler,4.99
29058,12-31-2020 21:48,Death in the Afternoon,4.0
29059,12-31-2020 01:26,Turf Cocktail,12.0
29060,12-26-2020 12:30,Kurant Tea,3.0
29061,12-29-2020 04:54,Kiwi Martini,5.5
29062,12-30-2020 13:45,Sangria,3.5
29063,12-30-2020 01:35,Snowball,11.0
29064,12-30-2020 00:40,Karsk,11.0
29065,12-25-2020 23:10,Yoghurt Cooler,3.5
29066,12-30-2020 18:32,Godfather,6.5
29067,12-27-2020 17:21,Lassi Raita,6.5
29068,12-25-2020 20:38,Cuba Libra,2.99
29069,12-25-2020 21:06,Mocha-Berry,8.0
29070,12-26-2020 07:19,Pina Colada,5.5
29071,12-29-2020 22:27,Death in the Afternoon,4.0
29072,12-29-2020 08:46,H.D.,7.5
29073,12-29-2020 14:46,Iced Coffee Fillip,5.0
29074,12-27-2020 02:53,Planter’s Punch,8.0
29075,12-28-2020 19:58,Gin Fizz,2.99
29076,12-28-2020 04:49,Pina Colada,5.5
29077,12-26-2020 18:19,Monkey Gland,11.0
29078,12-25-2020 16:28,Victory Collins,7.5
29079,12-31-2020 22:59,Lassi - Sweet,8.0
29080,12-25-2020 16:27,Old Fashioned,5.5
29081,12-29-2020 20:15,Chocolate Drink,12.0
29082,12-29-2020 06:33,Vesuvio,3.0
29083,12-29-2020 05:06,Mother's Milk,5.0
29084,12-28-2020 20:55,Clover Club,4.99
29085,12-29-2020 01:55,Apello,3.5
29086,12-30-2020 22:10,Pina Colada,5.5
29087,12-27-2020 13:40,Dry Martini,8.0
29088,12-27-2020 06:41,Pysch Vitamin Light,6.5
29089,12-30-2020 17:27,Grim Reaper,4.0
29090,12-30-2020 03:26,The Philosopher,5.15
29091,12-30-2020 20:43,Zippy's Revenge,5.0
29092,12-27-2020 07:40,Corpse Reviver,5.15
29093,12-26-2020 22:08,Jewel Of The Nile,6.5
29094,12-30-2020 04:31,Old Fashioned,5.5
29095,12-31-2020 11:34,Dry Martini,8.0
29096,12-31-2020 22:49,Fahrenheit 5000,2.99
29097,12-25-2020 20:23,Chicago Fizz,5.5
29098,12-30-2020 09:15,Chicago Fizz,5.5
29099,12-27-2020 11:21,Ipamena,2.99
29100,12-26-2020 12:09,Scooter,12.0
29101,12-27-2020 00:09,Grim Reaper,4.0
29102,12-27-2020 05:40,Winter Rita,5.5
29103,12-31-2020 22:27,Mulled Wine,11.0
29104,12-27-2020 02:53,Creme de Menthe,3.5
29105,12-30-2020 22:36,Godchild,7.5
29106,12-31-2020 02:52,Bora Bora,2.99
29107,12-26-2020 16:19,Sol Y Sombra,5.15
29108,12-26-2020 10:25,Affair,8.0
