,TS,ital,költség
22774,2020-12-28 18:55:42,Allegheny,7.5
22775,2020-12-26 11:20:22,Sweet Sangria,4.0
22776,2020-12-30 00:02:53,Sol Y Sombra,5.15
22777,2020-12-25 18:07:06,Grim Reaper,4.0
22778,2020-12-27 03:36:28,Margarita,7.5
22779,2020-12-29 11:03:06,White Lady,6.5
22780,2020-12-28 18:55:26,Grass Skirt,2.99
22781,2020-12-31 22:23:23,Casa Blanca,5.15
22782,2020-12-29 18:58:18,Espresso Martini,11.0
22783,2020-12-28 17:04:07,Godfather,6.5
22784,2020-12-30 06:06:38,Hawaiian Cocktail,6.5
22785,2020-12-25 23:03:21,H.D.,7.5
22786,2020-12-28 20:52:03,Espresso Martini,11.0
22787,2020-12-30 09:04:38,Manhattan,4.2
22788,2020-12-26 05:05:58,John Collins,6.5
22789,2020-12-25 16:20:27,Hawaiian Cocktail,6.5
22790,2020-12-29 06:31:19,Van Vleet,4.2
22791,2020-12-25 16:26:57,Jack's Vanilla Coke,6.5
22792,2020-12-29 17:32:40,Hawaiian Cocktail,6.5
22793,2020-12-26 19:22:46,Big Red,8.0
22794,2020-12-30 23:54:36,Irish Curdling Cow,2.99
22795,2020-12-30 18:58:36,Long Island Iced Tea,3.0
22796,2020-12-30 13:07:39,Margarita,7.5
22797,2020-12-25 16:31:54,Mulled Wine,11.0
22798,2020-12-31 13:01:16,Margarita,7.5
22799,2020-12-26 15:16:59,Jitterbug,4.0
22800,2020-12-30 16:08:15,Affinity,2.99
22801,2020-12-29 15:06:50,Dry Martini,8.0
22802,2020-12-27 16:25:09,Vodka And Tonic,11.0
22803,2020-12-25 18:26:28,Manhattan,4.2
22804,2020-12-30 00:36:04,H.D.,7.5
22805,2020-12-28 05:37:33,Imperial Cocktail,4.99
22806,2020-12-29 14:08:27,Japanese Fizz,4.0
22807,2020-12-29 04:56:36,Kool First Aid,5.0
22808,2020-12-26 09:31:27,Coffee Liqueur,5.5
22809,2020-12-30 09:31:58,Mojito,5.5
22810,2020-12-30 12:11:25,Hawaiian Cocktail,6.5
22811,2020-12-29 02:33:27,Sol Y Sombra,5.15
22812,2020-12-30 01:53:57,GG,12.0
22813,2020-12-27 17:33:45,Monkey Gland,11.0
22814,2020-12-26 10:01:30,Corpse Reviver,5.15
22815,2020-12-28 23:18:59,Egg Nog - Healthy,11.0
22816,2020-12-29 19:48:09,Dirty Martini,2.99
22817,2020-12-31 21:56:03,Sol Y Sombra,5.15
22818,2020-12-27 03:00:43,Imperial Cocktail,4.99
22819,2020-12-25 20:25:16,Kurant Tea,3.0
22820,2020-12-29 22:40:20,Margarita,7.5
22821,2020-12-27 08:04:06,Port Wine Flip,5.0
22822,2020-12-28 18:04:02,City Slicker,4.0
22823,2020-12-31 02:27:10,Bramble,4.2
22824,2020-12-29 03:29:44,Jack's Vanilla Coke,6.5
22825,2020-12-31 18:44:54,Port Wine Flip,5.0
22826,2020-12-30 17:19:31,Shot-gun,7.5
22827,2020-12-28 14:18:12,Bramble,4.2
22828,2020-12-28 22:01:16,Gin Rickey,4.0
22829,2020-12-26 16:16:42,Kill the cold Smoothie,11.0
22830,2020-12-27 00:45:25,Margarita,7.5
22831,2020-12-29 13:21:38,Lemon Shot,7.5
22832,2020-12-27 07:06:58,Margarita,7.5
22833,2020-12-26 15:50:55,Old Fashioned,5.5
22834,2020-12-30 03:21:55,Adam,3.5
22835,2020-12-27 22:24:28,Margarita,7.5
22836,2020-12-26 02:11:34,Egg Nog - Healthy,11.0
22837,2020-12-31 14:45:52,Sweet Tooth,2.99
22838,2020-12-29 03:37:47,Fruit Cooler,8.0
22839,2020-12-28 20:13:25,Shot-gun,7.5
22840,2020-12-31 15:32:05,Apello,3.5
22841,2020-12-31 08:17:34,Hawaiian Cocktail,6.5
22842,2020-12-27 23:29:53,Royal Gin Fizz,7.5
22843,2020-12-29 23:24:35,Lord And Lady,8.0
22844,2020-12-31 23:31:12,Bloody Mary,5.5
22845,2020-12-26 17:54:42,Godfather,6.5
22846,2020-12-28 11:10:02,Fruit Shake,5.5
22847,2020-12-27 06:36:17,H.D.,7.5
22848,2020-12-30 07:52:38,Lemon Drop,2.99
22849,2020-12-27 00:21:47,Tom Collins,5.5
22850,2020-12-26 05:54:17,Thai Coffee,5.5
22851,2020-12-29 01:55:30,Coffee Liqueur,5.5
22852,2020-12-26 05:24:18,Orgasm,5.15
22853,2020-12-26 10:10:16,Hawaiian Cocktail,6.5
22854,2020-12-26 14:31:43,Caipirissima,2.99
22855,2020-12-31 10:04:46,Espresso Martini,11.0
22856,2020-12-31 19:05:20,Zizi Coin-coin,5.0
22857,2020-12-30 00:30:56,Gin Fizz,2.99
22858,2020-12-30 04:12:41,Margarita,7.5
22859,2020-12-27 21:57:21,Cosmopolitan,2.99
22860,2020-12-28 00:05:19,Espresso Martini,11.0
22861,2020-12-30 15:31:16,Thai Iced Coffee,4.2
22862,2020-12-26 08:41:45,Hawaiian Cocktail,6.5
22863,2020-12-26 15:47:48,Ziemes Martini Apfelsaft,4.0
22864,2020-12-31 19:45:26,Death in the Afternoon,4.0
22865,2020-12-29 08:34:53,Affinity,2.99
22866,2020-12-29 01:06:40,Frisco Sour,4.0
22867,2020-12-27 01:27:36,Thai Coffee,5.5
22868,2020-12-29 12:19:58,Gin Rickey,4.0
22869,2020-12-29 04:06:57,Mai Tai,11.0
22870,2020-12-30 07:14:26,Shot-gun,7.5
22871,2020-12-27 03:24:38,Orgasm,5.15
22872,2020-12-30 06:32:33,Creme de Menthe,3.5
22873,2020-12-26 09:03:37,Lone Tree Cooler,5.5
22874,2020-12-27 02:24:27,Loch Lomond,3.0
22875,2020-12-29 19:16:03,Frosé,2.99
22876,2020-12-28 14:31:32,Margarita,7.5
22877,2020-12-30 03:28:46,Long Island Iced Tea,3.0
22878,2020-12-31 22:57:58,Mint Julep,8.0
22879,2020-12-30 20:19:29,Van Vleet,4.2
22880,2020-12-26 16:48:34,Dark Caipirinha,2.99
22881,2020-12-29 00:04:51,Danbooka,4.99
22882,2020-12-26 17:07:09,Talos Coffee,5.15
22883,2020-12-31 20:40:35,Zimadori Zinger,12.0
22884,2020-12-29 21:27:39,Apello,3.5
22885,2020-12-31 03:32:29,Long Island Tea,8.0
22886,2020-12-27 09:09:09,Long Island Tea,8.0
22887,2020-12-27 14:35:28,Jack's Vanilla Coke,6.5
22888,2020-12-27 14:20:13,Hawaiian Cocktail,6.5
22889,2020-12-26 01:10:41,Winter Paloma,8.0
22890,2020-12-31 21:18:05,Bubble Gum,3.0
22891,2020-12-31 17:59:13,Ipamena,2.99
22892,2020-12-29 05:04:18,Sangria,3.5
22893,2020-12-27 19:00:56,Dry Rob Roy,5.5
22894,2020-12-26 12:59:43,Frappé,3.0
22895,2020-12-31 12:02:47,Hawaiian Cocktail,6.5
22896,2020-12-27 04:46:53,Frisco Sour,4.0
22897,2020-12-27 01:54:11,Victor,4.2
22898,2020-12-27 08:41:27,Allegheny,7.5
22899,2020-12-30 02:52:40,Hunter's Moon,3.0
22900,2020-12-26 03:47:51,Hawaiian Cocktail,6.5
22901,2020-12-30 19:17:41,Flaming Lamborghini,3.0
22902,2020-12-30 11:55:14,Paradise,4.2
22903,2020-12-30 19:47:50,Flaming Lamborghini,3.0
22904,2020-12-31 19:15:22,Long Island Tea,8.0
22905,2020-12-31 15:27:46,Irish Coffee,7.5
22906,2020-12-29 21:27:00,Hawaiian Cocktail,6.5
22907,2020-12-30 12:49:22,Cream Soda,5.15
22908,2020-12-27 03:20:17,Nuked Hot Chocolate,12.0
22909,2020-12-29 13:29:50,Paradise,4.2
22910,2020-12-30 20:11:50,Lone Tree Cooler,5.5
22911,2020-12-30 05:24:19,Broadside,5.5
22912,2020-12-30 07:24:28,GG,12.0
22913,2020-12-27 10:31:04,Margarita,7.5
22914,2020-12-27 01:19:16,Owen's Grandmother's Revenge,8.0
22915,2020-12-29 12:33:18,Manhattan,4.2
22916,2020-12-30 05:39:57,Tequila Sour,5.15
22917,2020-12-31 02:12:27,Victor,4.2
22918,2020-12-30 07:56:03,Turf Cocktail,12.0
22919,2020-12-25 23:58:05,Midnight Mint,7.5
22920,2020-12-27 16:04:33,Espresso Martini,11.0
22921,2020-12-30 19:45:21,Mojito Extra,3.5
22922,2020-12-31 08:47:33,Lemon Drop,2.99
22923,2020-12-28 13:44:39,Imperial Cocktail,4.99
22924,2020-12-30 06:00:10,Imperial Cocktail,4.99
22925,2020-12-31 12:05:49,Hawaiian Cocktail,6.5
22926,2020-12-27 10:05:07,Honey Bee,3.0
22927,2020-12-31 15:55:11,Owen's Grandmother's Revenge,8.0
22928,2020-12-28 05:43:07,Egg Nog - Healthy,11.0
22929,2020-12-28 14:43:05,White Lady,6.5
22930,2020-12-26 17:11:45,Old Fashioned,5.5
22931,2020-12-25 21:37:19,Van Vleet,4.2
22932,2020-12-31 12:16:52,Scooter,12.0
22933,2020-12-25 23:55:27,Hawaiian Cocktail,6.5
22934,2020-12-31 09:15:07,Kurant Tea,3.0
22935,2020-12-31 01:03:13,Imperial Cocktail,4.99
22936,2020-12-28 04:20:12,Flying Scotchman,12.0
22937,2020-12-30 14:08:00,Radioactive Long Island Iced Tea,7.5
22938,2020-12-27 05:03:22,Kurant Tea,3.0
22939,2020-12-27 04:13:20,Manhattan,4.2
22940,2020-12-28 07:43:02,Chocolate Milk,5.15
22941,2020-12-30 06:09:21,Hawaiian Cocktail,6.5
22942,2020-12-30 05:34:05,Sweet Sangria,4.0
22943,2020-12-27 23:53:11,Fahrenheit 5000,2.99
22944,2020-12-30 02:10:51,Bubble Gum,3.0
22945,2020-12-25 18:01:45,Jack's Vanilla Coke,6.5
22946,2020-12-31 21:22:25,Ziemes Martini Apfelsaft,4.0
22947,2020-12-28 09:49:31,Irish Spring,5.15
22948,2020-12-27 02:30:37,Gin Daisy,4.99
22949,2020-12-31 10:02:23,Hawaiian Cocktail,6.5
22950,2020-12-29 04:44:15,B-53,5.15
22951,2020-12-29 22:01:04,Port Wine Flip,5.0
22952,2020-12-30 09:10:28,Ipamena,2.99
22953,2020-12-30 20:58:49,Shot-gun,7.5
22954,2020-12-25 20:00:46,Victory Collins,7.5
22955,2020-12-26 09:07:11,Margarita,7.5
22956,2020-12-30 10:39:25,Imperial Cocktail,4.99
22957,2020-12-25 19:46:46,Barracuda,4.2
22958,2020-12-31 12:38:57,Dry Rob Roy,5.5
22959,2020-12-31 07:05:18,Old Fashioned,5.5
22960,2020-12-28 08:51:06,Halloween Punch,8.0
22961,2020-12-31 00:30:46,After sex,7.5
22962,2020-12-31 21:10:19,Hawaiian Cocktail,6.5
22963,2020-12-30 07:50:30,Imperial Cocktail,4.99
22964,2020-12-28 21:51:49,White Lady,6.5
22965,2020-12-26 13:41:56,Cream Soda,5.15
22966,2020-12-28 12:53:16,Manhattan,4.2
22967,2020-12-28 19:31:14,Yoghurt Cooler,3.5
22968,2020-12-31 11:36:46,Coffee Liqueur,5.5
22969,2020-12-31 06:16:09,Artillery,3.5
22970,2020-12-25 16:49:02,Jackhammer,3.5
22971,2020-12-30 19:17:34,Egg Cream,4.99
22972,2020-12-26 12:47:20,Hemingway Special,3.5
22973,2020-12-28 11:41:15,Yoghurt Cooler,3.5
22974,2020-12-26 10:36:59,Zimadori Zinger,12.0
22975,2020-12-28 22:59:45,Margarita,7.5
22976,2020-12-30 19:25:57,Margarita,7.5
22977,2020-12-26 11:30:49,Hawaiian Cocktail,6.5
22978,2020-12-28 04:29:25,Iced Coffee Fillip,5.0
22979,2020-12-27 23:30:18,Imperial Cocktail,4.99
22980,2020-12-29 14:38:07,Imperial Cocktail,4.99
22981,2020-12-29 22:14:15,Van Vleet,4.2
22982,2020-12-26 18:32:21,Casino,6.5
22983,2020-12-27 11:11:35,Bubble Gum,3.0
22984,2020-12-26 22:02:12,Chocolate Drink,12.0
22985,2020-12-30 23:50:32,Mai Tai,11.0
22986,2020-12-29 16:55:49,Boston Sour,5.0
22987,2020-12-30 04:02:13,Sangria,3.5
22988,2020-12-25 22:01:15,Manhattan,4.2
22989,2020-12-31 12:50:15,Jewel Of The Nile,6.5
22990,2020-12-27 11:13:47,GG,12.0
22991,2020-12-25 18:31:57,Rum Milk Punch,12.0
22992,2020-12-31 19:45:23,Lassi - Sweet,8.0
22993,2020-12-27 09:58:46,Gin Fizz,2.99
22994,2020-12-29 06:15:14,Dark Caipirinha,2.99
22995,2020-12-27 22:32:04,Fahrenheit 5000,2.99
22996,2020-12-30 12:24:46,Hemingway Special,3.5
22997,2020-12-27 02:25:42,Sweet Tooth,2.99
22998,2020-12-27 20:38:10,Margarita,7.5
22999,2020-12-26 04:00:51,Imperial Cocktail,4.99
23000,2020-12-28 16:13:59,Margarita,7.5
23001,2020-12-26 16:45:12,Hunter's Moon,3.0
23002,2020-12-26 04:59:17,Frozen Daiquiri,4.99
23003,2020-12-26 08:20:21,Grim Reaper,4.0
23004,2020-12-27 19:42:05,Manhattan,4.2
23005,2020-12-27 18:21:38,Dirty Martini,2.99
23006,2020-12-26 11:57:01,Orgasm,5.15
23007,2020-12-28 08:58:41,Imperial Cocktail,4.99
23008,2020-12-26 13:37:17,Kill the cold Smoothie,11.0
23009,2020-12-26 09:58:58,Hawaiian Cocktail,6.5
23010,2020-12-27 05:25:35,Monkey Gland,11.0
23011,2020-12-28 21:52:07,Jack's Vanilla Coke,6.5
23012,2020-12-31 05:01:01,Thai Iced Coffee,4.2
23013,2020-12-28 09:29:12,Irish Coffee,7.5
23014,2020-12-27 04:56:26,Vesuvio,3.0
23015,2020-12-30 00:31:09,Long Island Tea,8.0
23016,2020-12-26 01:59:28,Hawaiian Cocktail,6.5
23017,2020-12-26 14:21:01,Pysch Vitamin Light,6.5
23018,2020-12-30 13:11:49,Jelly Bean,3.0
23019,2020-12-26 05:28:22,Hawaiian Cocktail,6.5
23020,2020-12-26 14:12:01,Jack's Vanilla Coke,6.5
23021,2020-12-29 01:51:27,Cuba Libre,4.2
23022,2020-12-28 23:41:32,Victory Collins,7.5
23023,2020-12-29 06:56:13,Dirty Nipple,3.5
23024,2020-12-31 14:26:00,Mai Tai,11.0
23025,2020-12-29 03:44:59,Shark Attack,6.5
23026,2020-12-29 17:32:35,Munich Mule,12.0
23027,2020-12-30 17:10:34,Mother's Milk,5.0
23028,2020-12-31 07:34:04,Thai Coffee,5.5
23029,2020-12-28 03:57:58,Death in the Afternoon,4.0
23030,2020-12-30 23:21:26,GG,12.0
23031,2020-12-31 01:02:33,Lassi - Sweet,8.0
23032,2020-12-29 02:21:09,Margarita,7.5
23033,2020-12-28 08:03:55,Lemon Drop,2.99
23034,2020-12-28 19:34:36,Ipamena,2.99
23035,2020-12-29 21:23:00,Homemade Kahlua,6.5
23036,2020-12-31 02:51:15,Coffee Liqueur,5.5
23037,2020-12-28 13:36:09,Paradise,4.2
23038,2020-12-26 22:33:36,Waikiki Beachcomber,5.5
23039,2020-12-30 11:44:17,Manhattan,4.2
23040,2020-12-27 19:17:48,Whitecap Margarita,4.99
23041,2020-12-31 17:24:55,Flaming Lamborghini,3.0
23042,2020-12-31 19:15:25,Hawaiian Cocktail,6.5
23043,2020-12-31 13:15:37,Turf Cocktail,12.0
23044,2020-12-26 16:21:10,Honey Bee,3.0
23045,2020-12-31 02:17:59,Imperial Cocktail,4.99
23046,2020-12-30 10:08:15,Margarita,7.5
23047,2020-12-31 11:23:50,Owen's Grandmother's Revenge,8.0
23048,2020-12-27 23:43:26,Casino Royale,11.0
23049,2020-12-26 04:06:20,Royal Flush,8.0
23050,2020-12-25 19:16:09,Bijou,4.0
23051,2020-12-30 15:41:57,John Collins,6.5
23052,2020-12-26 11:02:30,Grim Reaper,4.0
23053,2020-12-31 07:00:02,Grizzly Bear,12.0
23054,2020-12-27 00:33:19,Cream Soda,5.15
23055,2020-12-27 16:51:25,Bloody Mary,5.5
23056,2020-12-25 16:38:45,Margarita,7.5
23057,2020-12-27 06:48:48,Irish Spring,5.15
23058,2020-12-28 21:42:18,Quentin,3.5
23059,2020-12-29 00:11:41,Long Island Iced Tea,3.0
23060,2020-12-31 04:12:43,Espresso Martini,11.0
23061,2020-12-27 19:06:25,City Slicker,4.0
23062,2020-12-28 06:06:32,Gin Rickey,4.0
23063,2020-12-29 20:20:52,Margarita,7.5
23064,2020-12-27 09:08:31,Melya,8.0
23065,2020-12-31 01:02:03,Margarita,7.5
23066,2020-12-30 03:50:50,Rusty Nail,4.0
23067,2020-12-31 04:27:31,Bob Marley,4.0
23068,2020-12-26 15:55:32,Zizi Coin-coin,5.0
23069,2020-12-26 08:14:09,Valencia Cocktail,5.5
23070,2020-12-31 21:22:04,Irish Coffee,7.5
23071,2020-12-31 15:31:48,Bloody Mary,5.5
23072,2020-12-31 10:46:56,Imperial Cocktail,4.99
23073,2020-12-28 12:40:49,Planter's Punch,5.0
23074,2020-12-26 22:31:44,Royal Gin Fizz,7.5
23075,2020-12-29 02:34:10,Bramble,4.2
23076,2020-12-30 03:54:59,Manhattan,4.2
23077,2020-12-29 00:26:23,Jack's Vanilla Coke,6.5
23078,2020-12-29 00:09:02,Big Red,8.0
23079,2020-12-28 11:32:45,Hawaiian Cocktail,6.5
23080,2020-12-30 16:48:52,Van Vleet,4.2
23081,2020-12-26 17:38:42,Chocolate Drink,12.0
23082,2020-12-25 20:06:39,Gin Rickey,4.0
23083,2020-12-26 06:04:52,Long Island Tea,8.0
23084,2020-12-27 03:59:15,Affinity,2.99
23085,2020-12-30 14:53:36,The Philosopher,5.15
23086,2020-12-28 02:20:37,Queen Charlotte,8.0
23087,2020-12-29 21:14:09,Figgy Thyme,3.0
23088,2020-12-31 10:30:29,Irish Coffee,7.5
23089,2020-12-27 04:10:22,Snowball,11.0
23090,2020-12-30 22:08:52,After sex,7.5
23091,2020-12-31 15:51:44,Manhattan,4.2
23092,2020-12-27 03:57:45,Afternoon,3.0
23093,2020-12-26 03:20:13,Imperial Cocktail,4.99
23094,2020-12-25 18:27:42,Bijou,4.0
23095,2020-12-30 19:50:32,Mai Tai,11.0
23096,2020-12-25 22:42:51,Irish Spring,5.15
23097,2020-12-31 18:20:26,Bellini,2.99
23098,2020-12-31 13:42:33,Hemingway Special,3.5
23099,2020-12-29 20:00:45,Orgasm,5.15
23100,2020-12-28 03:56:22,Margarita,7.5
23101,2020-12-27 16:30:31,Artillery,3.5
23102,2020-12-26 06:11:12,Margarita,7.5
23103,2020-12-29 21:00:57,Old Fashioned,5.5
23104,2020-12-31 01:28:21,Negroni,2.99
23105,2020-12-29 23:11:07,Tuxedo Cocktail,12.0
23106,2020-12-31 02:26:47,Yellow Bird,8.0
23107,2020-12-29 23:14:40,Dry Rob Roy,5.5
23108,2020-12-29 22:59:50,Afternoon,3.0
23109,2020-12-30 03:00:45,Margarita,7.5
23110,2020-12-28 13:27:25,Zimadori Zinger,12.0
23111,2020-12-26 18:15:48,Imperial Cocktail,4.99
23112,2020-12-30 04:29:24,Zippy's Revenge,5.0
23113,2020-12-30 21:42:13,Victory Collins,7.5
23114,2020-12-27 15:00:21,Kool First Aid,5.0
23115,2020-12-29 12:04:18,Grasshopper,4.99
23116,2020-12-30 13:05:59,Corpse Reviver,5.15
23117,2020-12-30 07:03:04,Cuba Libre,4.2
23118,2020-12-30 17:58:33,Oatmeal Cookie,4.99
23119,2020-12-31 22:58:44,Corpse Reviver,5.15
23120,2020-12-29 21:05:40,Talos Coffee,5.15
23121,2020-12-28 18:24:25,Rum Punch,3.5
23122,2020-12-31 18:00:47,GG,12.0
23123,2020-12-31 04:01:56,Manhattan,4.2
23124,2020-12-26 22:53:44,Gimlet,4.2
23125,2020-12-26 18:35:43,Grizzly Bear,12.0
23126,2020-12-31 21:45:20,Kill the cold Smoothie,11.0
23127,2020-12-26 16:53:47,Old Fashioned,5.5
23128,2020-12-27 01:43:55,Jewel Of The Nile,6.5
23129,2020-12-28 00:00:27,Hawaiian Cocktail,6.5
23130,2020-12-31 03:28:27,Rum Toddy,4.2
23131,2020-12-26 22:59:06,Ipamena,2.99
23132,2020-12-29 04:00:56,Margarita,7.5
23133,2020-12-29 22:55:14,Figgy Thyme,3.0
23134,2020-12-29 21:56:29,Death in the Afternoon,4.0
23135,2020-12-25 23:07:19,Yoghurt Cooler,3.5
23136,2020-12-26 16:25:12,English Highball,7.5
23137,2020-12-29 00:25:45,Manhattan,4.2
23138,2020-12-29 06:30:03,Hawaiian Cocktail,6.5
23139,2020-12-28 14:58:03,Irish Spring,5.15
23140,2020-12-30 13:03:25,Russian Spring Punch,7.5
23141,2020-12-29 07:07:57,Gin Tonic,6.5
23142,2020-12-30 00:16:33,Big Red,8.0
23143,2020-12-29 07:48:11,Bramble,4.2
23144,2020-12-27 21:18:24,Hawaiian Cocktail,6.5
23145,2020-12-28 03:03:28,Creme de Menthe,3.5
23146,2020-12-30 09:50:33,Hawaiian Cocktail,6.5
23147,2020-12-28 14:08:48,Imperial Cocktail,4.99
23148,2020-12-30 12:22:17,Chocolate Drink,12.0
23149,2020-12-31 00:08:20,Imperial Cocktail,4.99
23150,2020-12-30 18:31:27,Mocha-Berry,8.0
23151,2020-12-31 16:04:44,Manhattan,4.2
23152,2020-12-25 19:48:58,Old Fashioned,5.5
23153,2020-12-28 04:53:08,Rum Cooler,4.99
23154,2020-12-31 23:57:02,Egg Cream,4.99
23155,2020-12-30 23:43:33,Lone Tree Cooler,5.5
23156,2020-12-29 04:55:18,Loch Lomond,3.0
23157,2020-12-31 14:16:05,Hawaiian Cocktail,6.5
23158,2020-12-27 10:21:09,Long Island Tea,8.0
23159,2020-12-29 15:28:38,Manhattan,4.2
23160,2020-12-26 14:56:14,Hemingway Special,3.5
23161,2020-12-27 08:31:37,Mint Julep,8.0
23162,2020-12-29 12:12:30,Mimosa,5.0
23163,2020-12-26 00:08:20,Victor,4.2
23164,2020-12-31 14:39:04,Casino Royale,11.0
23165,2020-12-29 10:28:33,Long Island Tea,8.0
23166,2020-12-31 07:30:05,Grizzly Bear,12.0
23167,2020-12-28 22:38:39,Cosmopolitan,2.99
23168,2020-12-31 12:23:05,Chocolate Drink,12.0
23169,2020-12-26 05:09:29,Grasshopper,4.99
23170,2020-12-31 02:13:00,Rum Punch,3.5
23171,2020-12-25 22:17:52,Orgasm,5.15
23172,2020-12-28 09:37:14,Irish Curdling Cow,2.99
23173,2020-12-27 11:02:43,Kiwi Papaya Smoothie,5.15
23174,2020-12-27 02:27:47,Grass Skirt,2.99
23175,2020-12-27 13:59:41,Paradise,4.2
23176,2020-12-27 22:50:59,Cuba Libre,4.2
23177,2020-12-31 04:40:02,Margarita,7.5
23178,2020-12-28 09:59:08,Kiwi Papaya Smoothie,5.15
23179,2020-12-28 19:01:38,Horse's Neck,7.5
23180,2020-12-26 10:23:12,Margarita,7.5
23181,2020-12-28 22:20:45,Boston Sour,5.0
23182,2020-12-27 19:37:46,White Lady,6.5
23183,2020-12-27 12:07:38,Imperial Cocktail,4.99
23184,2020-12-29 09:39:38,Mojito Extra,3.5
23185,2020-12-26 10:49:45,Imperial Cocktail,4.99
23186,2020-12-29 07:51:58,Rum Cooler,4.99
23187,2020-12-31 12:40:56,Old Fashioned,5.5
23188,2020-12-31 22:49:42,Margarita,7.5
23189,2020-12-29 05:02:05,Port Wine Flip,5.0
23190,2020-12-28 23:21:01,Yoghurt Cooler,3.5
23191,2020-12-30 12:12:17,Ipamena,2.99
23192,2020-12-28 13:10:30,Dark Caipirinha,2.99
23193,2020-12-27 08:47:36,Irish Spring,5.15
23194,2020-12-28 17:17:36,Bellini,2.99
23195,2020-12-30 15:53:02,Quentin,3.5
23196,2020-12-27 18:29:58,Victor,4.2
23197,2020-12-28 10:00:13,Dry Rob Roy,5.5
23198,2020-12-29 16:08:09,Yellow Bird,8.0
23199,2020-12-29 23:08:52,Rum Cooler,4.99
23200,2020-12-29 18:19:18,Sweet Sangria,4.0
23201,2020-12-26 07:07:57,Imperial Cocktail,4.99
23202,2020-12-26 03:56:52,Bijou,4.0
23203,2020-12-29 22:05:36,Rum Cooler,4.99
23204,2020-12-31 00:33:47,Gin Rickey,4.0
23205,2020-12-27 20:36:17,Godfather,6.5
23206,2020-12-28 03:11:37,Flying Dutchman,6.5
23207,2020-12-28 12:23:22,Allegheny,7.5
23208,2020-12-28 08:54:18,After sex,7.5
23209,2020-12-26 00:22:10,Irish Coffee,7.5
23210,2020-12-27 18:49:27,Mango Mojito,7.5
23211,2020-12-29 10:28:06,Rum Punch,3.5
23212,2020-12-31 10:18:36,Chocolate Drink,12.0
23213,2020-12-26 07:06:23,Kurant Tea,3.0
23214,2020-12-29 23:45:59,Manhattan,4.2
23215,2020-12-27 03:33:45,Limona Corona,4.2
23216,2020-12-27 14:12:44,Sidecar,11.0
23217,2020-12-28 03:30:19,Gimlet,4.2
23218,2020-12-29 13:34:22,Old Fashioned,5.5
23219,2020-12-28 22:23:29,Imperial Cocktail,4.99
23220,2020-12-29 03:01:31,Citrus Coke,5.15
23221,2020-12-27 23:17:51,Long Island Iced Tea,3.0
23222,2020-12-28 14:45:28,Rum Punch,3.5
23223,2020-12-28 06:29:07,Halloween Punch,8.0
23224,2020-12-26 13:57:14,Imperial Cocktail,4.99
23225,2020-12-30 12:06:29,Hawaiian Cocktail,6.5
23226,2020-12-31 01:32:34,Dirty Nipple,3.5
23227,2020-12-27 21:43:55,The Philosopher,5.15
23228,2020-12-29 01:23:26,Jelly Bean,3.0
23229,2020-12-28 23:22:03,Victory Collins,7.5
23230,2020-12-27 19:34:08,Dry Rob Roy,5.5
23231,2020-12-27 01:26:37,Cuba Libre,4.2
23232,2020-12-29 13:49:24,Kill the cold Smoothie,11.0
23233,2020-12-26 07:44:10,Kiwi Martini,5.5
23234,2020-12-29 08:44:13,Gin Fizz,2.99
23235,2020-12-28 16:40:08,Imperial Cocktail,4.99
23236,2020-12-26 16:52:15,The Jimmy Conway,6.5
23237,2020-12-27 00:07:44,Margarita,7.5
23238,2020-12-31 01:44:54,Espresso Martini,11.0
23239,2020-12-30 14:24:59,Artillery,3.5
23240,2020-12-29 19:45:32,Shot-gun,7.5
23241,2020-12-31 13:32:19,Van Vleet,4.2
23242,2020-12-31 06:25:25,Talos Coffee,5.15
23243,2020-12-27 07:16:57,Imperial Cocktail,4.99
23244,2020-12-28 18:55:57,Sidecar,11.0
23245,2020-12-31 01:30:59,Casino,6.5
23246,2020-12-30 16:05:15,Quentin,3.5
23247,2020-12-30 23:48:38,Orgasm,5.15
23248,2020-12-29 21:20:56,Tequila Sour,5.15
23249,2020-12-30 06:59:00,Veteran,8.0
23250,2020-12-27 10:38:21,Long Island Iced Tea,3.0
23251,2020-12-28 02:44:22,Vodka And Tonic,11.0
23252,2020-12-30 02:04:45,Gimlet,4.2
23253,2020-12-31 05:28:53,White Lady,6.5
23254,2020-12-27 01:10:55,Imperial Cocktail,4.99
23255,2020-12-31 22:46:51,Bora Bora,2.99
23256,2020-12-28 22:10:15,Jack's Vanilla Coke,6.5
23257,2020-12-30 01:30:52,Affinity,2.99
23258,2020-12-30 16:37:54,Grim Reaper,4.0
23259,2020-12-26 01:47:03,Imperial Cocktail,4.99
23260,2020-12-26 07:46:23,Manhattan,4.2
23261,2020-12-27 19:01:50,Citrus Coke,5.15
23262,2020-12-27 05:10:32,Dark Caipirinha,2.99
23263,2020-12-27 17:24:58,Waikiki Beachcomber,5.5
23264,2020-12-28 17:27:30,Mother's Milk,5.0
23265,2020-12-27 02:42:00,Frozen Daiquiri,4.99
23266,2020-12-29 16:26:26,Jack's Vanilla Coke,6.5
23267,2020-12-30 09:40:17,Hawaiian Cocktail,6.5
23268,2020-12-31 13:08:28,Artillery,3.5
23269,2020-12-28 17:02:45,Vodka And Tonic,11.0
23270,2020-12-28 10:39:49,Hawaiian Cocktail,6.5
